id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
33117,boardgame,b'Diceman',b'2000',b'2',b'4',b'30',b'30',b'30',b'7',b'17',b'3.72353',b'0',b'26',b'4',b'0',b'1',b'7',b'1',b'2'
1357,boardgame,b'Play To Become a Millionaire',b'1999',b'2',b'8',b'60',b'60',b'60',b'7',b'9',b'6.53333',b'0',b'19',b'1',b'1',b'2',b'4',b'1',b'2'
5991,boardgame,b'Lion of Ethiopia',b'1990',b'2',b'2',b'120',b'120',b'120',b'12',b'116',b'7.24957',b'5.62558',b'469',b'19',b'10',b'25',b'91',b'15',b'2.4'
6876,boardgame,b'Lee vs. Meade',b'1974',b'2',b'2',b'360',b'360',b'360',b'12',b'23',b'5.49565',b'0',b'83',b'6',b'1',b'3',b'24',b'5',b'2'
15083,boardgame,b'Fiske Flax',b'2002',b'2',b'4',b'15',b'15',b'15',b'4',b'9',b'2.66667',b'0',b'9',b'2',b'0',b'0',b'4',b'1',b'1'
42968,boardgame,b'Pressure Matrix',b'2010',b'2',b'5',b'45',b'45',b'45',b'10',b'119',b'4.49538',b'5.41963',b'293',b'48',b'3',b'21',b'59',b'9',b'2.3333'
8171,boardgame,b'Chug-A-Lug',b'1969',b'2',b'6',b'120',b'120',b'120',b'18',b'11',b'3.90909',b'0',b'35',b'3',b'2',b'5',b'8',b'2',b'1'
9942,boardgame,b'Rummy and Other Games',b'1942',b'2',b'8',b'30',b'30',b'30',b'0',b'11',b'6.36364',b'0',b'12',b'0',b'0',b'0',b'6',b'2',b'4'
199723,boardgame,"b'UltraQuest: Gold, Ruhm! und Ehre!'",b'2016',b'2',b'5',b'600',b'60',b'600',b'10',b'226',b'8.47308',b'5.84769',b'447',b'5',b'16',b'112',b'51',b'16',b'2.8125'
35330,boardgame,b'Het Tom Poes Spel',b'1984',b'2',b'6',b'30',b'30',b'30',b'0',b'9',b'5.66667',b'0',b'11',b'1',b'0',b'0',b'1',b'1',b'1'
23248,boardgame,b'Euro Disneyland',b'1992',b'2',b'4',b'0',b'0',b'0',b'7',b'20',b'4.43611',b'0',b'38',b'1',b'0',b'4',b'3',b'1',b'1'
167463,boardgame,b'Kuhlorado',b'2014',b'2',b'2',b'15',b'15',b'15',b'8',b'47',b'6.07872',b'5.52013',b'121',b'3',b'2',b'12',b'12',b'1',b'1'
2857,boardgame,b'Jungle Jam',b'2000',b'2',b'10',b'20',b'20',b'20',b'6',b'217',b'6.09664',b'5.57471',b'350',b'21',b'2',b'12',b'75',b'18',b'1.2778'
205613,boardgame,b'Imperial Skies',b'2016',b'2',b'8',b'120',b'45',b'120',b'12',b'9',b'8.11111',b'0',b'24',b'0',b'2',b'10',b'4',b'1',b'2'
103343,boardgame,b'A Game of Thrones: The Board Game (Second Edition)',b'2011',b'3',b'6',b'240',b'120',b'240',b'14',b'25847',b'7.64115',b'7.44045',b'34331',b'818',b'570',b'4842',b'3840',b'1407',b'3.7072'
123211,boardgame,b'Jack Bananas',b'2012',b'2',b'6',b'45',b'45',b'45',b'9',b'24',b'5.99792',b'0',b'70',b'3',b'0',b'5',b'1',b'3',b'3.3333'
6990,boardgame,b'Ultra Ducks',b'1998',b'2',b'6',b'90',b'90',b'90',b'10',b'36',b'4.83361',b'5.48096',b'66',b'2',b'0',b'3',b'13',b'2',b'3'
146247,boardgame,b'Showdown: Icons',b'2013',b'2',b'2',b'15',b'15',b'15',b'13',b'48',b'6.22708',b'5.51776',b'192',b'20',b'1',b'22',b'13',b'4',b'1.75'
202077,boardgame,b'Deep Madness',b'2018',b'1',b'6',b'120',b'60',b'120',b'16',b'1156',b'8.08045',b'6.3446',b'2833',b'46',b'124',b'899',b'423',b'49',b'3.2857'
209255,boardgame,b'DiverCity',b'2017',b'1',b'7',b'45',b'30',b'45',b'10',b'17',b'8.34706',b'0',b'14',b'0',b'10',b'51',b'14',b'0',b'0'
13362,boardgame,"b'Warhammer 40,000 (fourth edition)'",b'2004',b'2',b'6',b'60',b'60',b'60',b'10',b'1094',b'6.46467',b'5.87504',b'1437',b'38',b'19',b'30',b'291',b'134',b'3.5075'
21935,boardgame,b'Chu Shogi',b'1300',b'2',b'2',b'120',b'120',b'120',b'8',b'30',b'8.06667',b'5.54072',b'38',b'0',b'8',b'19',b'17',b'6',b'4'
2773,boardgame,b'Knights of the Dinner Table: HACK!',b'2001',b'2',b'5',b'30',b'30',b'30',b'10',b'263',b'5.93209',b'5.56424',b'681',b'53',b'15',b'30',b'125',b'20',b'1.8'
4761,boardgame,b'Life of the Party: Who Killed Roger Ellington?',b'1982',b'8',b'8',b'180',b'180',b'180',b'18',b'6',b'6.16667',b'0',b'24',b'1',b'1',b'4',b'3',b'2',b'1.5'
6926,boardgame,b'Viking Raiders',b'1987',b'2',b'2',b'240',b'240',b'240',b'12',b'119',b'7.05966',b'5.61997',b'351',b'10',b'25',b'49',b'47',b'16',b'2.5'
18243,boardgame,b'Parthenon: Rise of the Aegean',b'2005',b'3',b'6',b'120',b'120',b'120',b'12',b'858',b'6.34506',b'5.81811',b'1069',b'113',b'33',b'126',b'454',b'140',b'3.0143'
178364,boardgame,b'Uno Avengers',b'2015',b'2',b'10',b'0',b'15',b'0',b'7',b'25',b'5.83',b'0',b'81',b'0',b'0',b'0',b'8',b'0',b'0'
951,boardgame,b'Football Strategy',b'1959',b'2',b'4',b'150',b'150',b'150',b'10',b'398',b'6.41553',b'5.6856',b'817',b'79',b'7',b'20',b'205',b'36',b'1.5556'
19728,boardgame,"b""O'ling""",b'2005',b'2',b'4',b'15',b'15',b'15',b'8',b'6',b'2.75',b'0',b'11',b'1',b'1',b'0',b'2',b'1',b'1'
146765,boardgame,b'Granny Wars:  A Game of Tit for Tat',b'2013',b'2',b'8',b'20',b'20',b'20',b'7',b'37',b'6.41487',b'5.52119',b'86',b'1',b'1',b'2',b'10',b'4',b'1.25'
32471,boardgame,b'Mafia',b'2007',b'7',b'22',b'30',b'30',b'30',b'0',b'249',b'5.66783',b'5.5038',b'470',b'11',b'2',b'24',b'39',b'15',b'1.3333'
130039,boardgame,b'Drive on Dubno',b'2013',b'1',b'2',b'0',b'0',b'0',b'0',b'15',b'5.58667',b'0',b'115',b'4',b'6',b'9',b'18',b'2',b'2.5'
11942,boardgame,b'Strawberry Shortcake in Big Apple City',b'1981',b'2',b'4',b'20',b'20',b'20',b'4',b'10',b'5.15',b'0',b'40',b'1',b'0',b'2',b'9',b'1',b'1'
22341,boardgame,b'Jabberwacky',b'2005',b'2',b'10',b'10',b'10',b'10',b'9',b'9',b'4.83333',b'0',b'22',b'0',b'0',b'1',b'2',b'1',b'2'
1184,boardgame,b'Zug nach Westen',b'1987',b'2',b'4',b'45',b'45',b'45',b'8',b'72',b'5.22361',b'5.48554',b'168',b'15',b'1',b'5',b'24',b'9',b'2'
723,boardgame,b'The Uncanny X-Men Alert Adventure Game',b'1992',b'2',b'4',b'60',b'60',b'60',b'9',b'398',b'6.13965',b'5.60661',b'847',b'45',b'42',b'53',b'162',b'42',b'1.5952'
62052,boardgame,"b""Agil'Up""",b'2008',b'2',b'10',b'10',b'10',b'10',b'6',b'21',b'5.79048',b'0',b'54',b'1',b'0',b'1',b'15',b'2',b'1'
71035,boardgame,b'Guerrilla Checkers',b'2010',b'2',b'2',b'30',b'10',b'30',b'8',b'29',b'7.66207',b'0',b'61',b'1',b'9',b'30',b'19',b'3',b'2.3333'
1713,boardgame,b'Maharaja',b'1994',b'3',b'5',b'240',b'240',b'240',b'8',b'434',b'6.13781',b'5.64869',b'1043',b'76',b'19',b'38',b'192',b'51',b'2.8039'
7443,boardgame,b'Electronic Scattergories Platinum Edition',b'2001',b'2',b'0',b'10',b'10',b'10',b'12',b'41',b'5.60976',b'5.50372',b'114',b'3',b'0',b'5',b'16',b'3',b'1'
99630,boardgame,b'Rolling Stock',b'2011',b'3',b'5',b'240',b'240',b'240',b'0',b'219',b'7.43201',b'5.77569',b'320',b'5',b'75',b'263',b'110',b'18',b'3.9444'
186721,boardgame,b'Healthy Heart Hospital',b'2015',b'1',b'5',b'90',b'60',b'90',b'13',b'512',b'7.23622',b'5.96125',b'1051',b'32',b'129',b'499',b'160',b'25',b'2.88'
7524,boardgame,b'Zzzinity',b'1994',b'2',b'8',b'60',b'60',b'60',b'10',b'8',b'5.5',b'0',b'29',b'3',b'0',b'0',b'9',b'2',b'3'
5762,boardgame,b'Golden Trivia Game: Star Trek Edition',b'1985',b'2',b'0',b'60',b'60',b'60',b'10',b'25',b'5.752',b'0',b'75',b'6',b'2',b'6',b'8',b'6',b'2.3333'
19120,boardgame,b'High Stakes Drifter',b'2005',b'2',b'8',b'90',b'30',b'90',b'8',b'106',b'5.49877',b'5.49151',b'279',b'38',b'7',b'12',b'73',b'21',b'2.0952'
25972,boardgame,b'Victory at Sea',b'2006',b'2',b'2',b'360',b'360',b'360',b'12',b'119',b'6.75672',b'5.59537',b'276',b'7',b'5',b'26',b'52',b'24',b'2.375'
126021,boardgame,b'Dropzone Commander',b'2012',b'2',b'4',b'120',b'120',b'120',b'0',b'149',b'7.58356',b'5.68342',b'394',b'11',b'7',b'66',b'34',b'12',b'3.4167'
84017,boardgame,b'Football Leader',b'2010',b'2',b'2',b'150',b'90',b'150',b'0',b'30',b'6.725',b'5.52534',b'40',b'2',b'2',b'7',b'12',b'10',b'2.4'
6665,boardgame,b'Legend of Camelot',b'1987',b'2',b'4',b'45',b'45',b'45',b'8',b'43',b'5.56512',b'5.50208',b'116',b'11',b'7',b'18',b'24',b'5',b'2'
486,boardgame,b'Barnyard Buddies',b'1996',b'2',b'8',b'15',b'15',b'15',b'4',b'211',b'5.75848',b'5.53442',b'489',b'19',b'4',b'17',b'134',b'30',b'1.0333'
97263,boardgame,b'Volcanic Disaster',b'2010',b'2',b'5',b'45',b'45',b'45',b'8',b'16',b'5.375',b'0',b'50',b'4',b'1',b'3',b'7',b'3',b'1'
121993,boardgame,b'We Will Wok You',b'2012',b'2',b'4',b'40',b'30',b'40',b'8',b'358',b'6.30045',b'5.66862',b'639',b'29',b'9',b'26',b'81',b'25',b'1.56'
214605,boardgame,b'Alma 1854',b'2016',b'1',b'2',b'0',b'0',b'0',b'0',b'13',b'6.69231',b'0',b'82',b'5',b'0',b'0',b'9',b'2',b'3'
17874,boardgame,b'Serauqs',b'1981',b'2',b'2',b'0',b'0',b'0',b'8',b'7',b'4.78571',b'0',b'19',b'4',b'2',b'1',b'6',b'3',b'2'
5446,boardgame,b'La Conqute du Ptrole',b'1973',b'2',b'6',b'120',b'120',b'120',b'10',b'13',b'5.19231',b'0',b'35',b'2',b'2',b'1',b'5',b'0',b'0'
94684,boardgame,b'Spontuneous',b'2010',b'4',b'10',b'30',b'30',b'30',b'13',b'47',b'5.2505',b'5.48507',b'255',b'11',b'4',b'22',b'22',b'1',b'1'
22815,boardgame,b'Situao Limite',b'2000',b'2',b'12',b'60',b'60',b'60',b'14',b'22',b'5.99091',b'0',b'39',b'0',b'0',b'0',b'5',b'4',b'1'
85004,boardgame,b'Interstellar Mayhem',b'2010',b'2',b'6',b'30',b'30',b'30',b'12',b'82',b'6.49329',b'5.53845',b'105',b'2',b'9',b'47',b'26',b'14',b'2'
7839,boardgame,b'Danger Island',b'1983',b'3',b'8',b'10',b'10',b'10',b'8',b'10',b'6.1',b'0',b'22',b'1',b'1',b'1',b'6',b'1',b'2'
172011,boardgame,b'Savanna Trick',b'2010',b'3',b'4',b'30',b'30',b'30',b'10',b'19',b'6.17105',b'0',b'34',b'0',b'6',b'5',b'8',b'1',b'2'
7798,boardgame,b'They Met At Gettysburg',b'1996',b'2',b'2',b'240',b'240',b'240',b'12',b'22',b'5.7',b'0',b'96',b'7',b'6',b'7',b'20',b'6',b'2.5'
208661,boardgame,b'Legends of Labyrinth',b'2016',b'2',b'4',b'60',b'45',b'60',b'14',b'77',b'5.98442',b'5.51951',b'135',b'5',b'0',b'11',b'13',b'1',b'2'
5607,boardgame,b'Battle of the Bulge',b'1991',b'2',b'2',b'120',b'120',b'120',b'12',b'218',b'6.10413',b'5.57805',b'578',b'28',b'11',b'22',b'110',b'35',b'2.3429'
190549,boardgame,"b'Waning Crescent, Shattered Cross'",b'0',b'1',b'2',b'420',b'120',b'420',b'12',b'6',b'7.33333',b'0',b'2',b'0',b'9',b'45',b'12',b'0',b'0'
207242,boardgame,b'Pentaquark',b'2016',b'1',b'1',b'30',b'15',b'30',b'12',b'171',b'6.89662',b'5.64804',b'690',b'18',b'16',b'86',b'98',b'5',b'2.8'
3718,boardgame,b'Hex Nut',b'2001',b'2',b'2',b'10',b'10',b'10',b'12',b'21',b'6',b'0',b'34',b'0',b'7',b'16',b'14',b'4',b'2'
26539,boardgame,b'Rome At War III: Queen of the Celts',b'2007',b'1',b'2',b'60',b'60',b'60',b'12',b'55',b'6.68636',b'5.5444',b'246',b'10',b'16',b'20',b'40',b'13',b'2.7692'
177727,boardgame,b'Haleakala',b'2015',b'2',b'2',b'40',b'40',b'40',b'12',b'564',b'6.67319',b'5.83802',b'1412',b'73',b'15',b'133',b'131',b'25',b'2.4'
31968,boardgame,b'Abalone Quattro',b'2003',b'2',b'4',b'40',b'40',b'40',b'0',b'141',b'6.84071',b'5.62068',b'302',b'9',b'11',b'37',b'26',b'9',b'2.4444'
6052,boardgame,b'York Town',b'1981',b'2',b'4',b'240',b'240',b'240',b'12',b'60',b'4.83667',b'5.46931',b'140',b'7',b'2',b'6',b'22',b'6',b'3.1667'
126239,boardgame,b'Twin Tin Bots',b'2013',b'2',b'6',b'50',b'50',b'50',b'10',b'692',b'6.42483',b'5.80624',b'785',b'50',b'41',b'202',b'183',b'39',b'2.4103'
37907,boardgame,b'Diamonds Club',b'2008',b'2',b'4',b'75',b'75',b'75',b'10',b'1689',b'7.05745',b'6.36779',b'1445',b'44',b'144',b'363',b'478',b'174',b'2.6264'
204602,boardgame,b'Kill The Unicorns',b'2019',b'3',b'6',b'45',b'25',b'45',b'10',b'290',b'7.57493',b'5.61701',b'543',b'9',b'10',b'107',b'117',b'9',b'2'
69620,boardgame,b'Dig In!',b'2010',b'2',b'4',b'35',b'35',b'35',b'10',b'6',b'6.66667',b'0',b'8',b'0',b'0',b'3',b'5',b'3',b'1.6667'
94346,boardgame,b'Galapa Go',b'2011',b'2',b'6',b'15',b'15',b'15',b'8',b'74',b'5.45811',b'5.49375',b'187',b'6',b'0',b'12',b'29',b'7',b'1.5714'
11889,boardgame,b'End of the Iron Dream',b'1985',b'1',b'4',b'0',b'0',b'0',b'12',b'57',b'6.81579',b'5.54462',b'261',b'9',b'4',b'8',b'46',b'9',b'2.6667'
8421,boardgame,b'En Pointe Toujours!',b'1997',b'2',b'2',b'120',b'120',b'120',b'12',b'22',b'7.09091',b'0',b'167',b'5',b'4',b'4',b'13',b'5',b'2.8'
36634,boardgame,b'Rice Wars',b'2008',b'2',b'5',b'60',b'60',b'60',b'0',b'199',b'5.30573',b'5.47275',b'294',b'36',b'8',b'32',b'75',b'22',b'2.8636'
13996,boardgame,"b""L'Aigle Foudroy""",b'2001',b'2',b'2',b'0',b'0',b'0',b'12',b'24',b'6.66667',b'0',b'184',b'6',b'2',b'0',b'20',b'6',b'2.5'
23958,boardgame,b'Penguin Plunge',b'2006',b'2',b'4',b'15',b'15',b'15',b'5',b'20',b'6.12',b'0',b'27',b'0',b'0',b'1',b'11',b'5',b'1.8'
22209,boardgame,b'Muumipeli',b'0',b'2',b'6',b'30',b'30',b'30',b'4',b'58',b'4.22414',b'5.4465',b'72',b'0',b'1',b'2',b'21',b'11',b'1'
92303,boardgame,b'Sketch It',b'2011',b'3',b'6',b'20',b'20',b'20',b'10',b'26',b'5.79615',b'0',b'53',b'1',b'5',b'6',b'20',b'3',b'1'
182704,boardgame,b'SteamRollers',b'2015',b'1',b'5',b'45',b'30',b'45',b'10',b'1001',b'6.85057',b'6.07824',b'1847',b'81',b'128',b'458',b'259',b'19',b'2.1579'
10890,boardgame,b'Behind',b'2003',b'2',b'2',b'0',b'0',b'0',b'10',b'50',b'6.81',b'5.54299',b'123',b'15',b'4',b'5',b'18',b'8',b'2.5'
24947,boardgame,b'The Spoils',b'2006',b'2',b'6',b'40',b'40',b'40',b'13',b'496',b'6.93821',b'5.79844',b'812',b'78',b'30',b'89',b'201',b'60',b'2.7667'
167791,boardgame,b'Terraforming Mars',b'2016',b'1',b'5',b'120',b'120',b'120',b'12',b'47899',b'8.42117',b'8.26689',b'62450',b'277',b'2057',b'14556',b'7223',b'1849',b'3.2326'
58907,boardgame,b'Synapse-Ice',b'2005',b'2',b'2',b'15',b'15',b'15',b'0',b'24',b'6.49167',b'0',b'15',b'0',b'0',b'2',b'15',b'4',b'2.25'
32280,boardgame,b'Httuspil',b'1998',b'2',b'6',b'60',b'60',b'60',b'0',b'46',b'6.20652',b'5.50936',b'117',b'4',b'0',b'5',b'16',b'1',b'1'
184383,boardgame,b'Disney Eye Found It!',b'2013',b'1',b'6',b'30',b'30',b'30',b'4',b'129',b'5.46339',b'5.49354',b'369',b'12',b'2',b'6',b'44',b'2',b'1'
187056,boardgame,b'Siege of the Citadel',b'2019',b'1',b'8',b'180',b'30',b'180',b'10',b'114',b'8.00263',b'5.61109',b'274',b'6',b'54',b'437',b'97',b'5',b'2.2'
4400,boardgame,b'Overlords',b'2002',b'2',b'6',b'120',b'120',b'120',b'12',b'16',b'3.00625',b'0',b'19',b'3',b'0',b'2',b'10',b'0',b'0'
8548,boardgame,b'Gounki',b'1997',b'2',b'2',b'20',b'20',b'20',b'8',b'28',b'6.67671',b'0',b'12',b'0',b'7',b'18',b'21',b'4',b'3'
34904,boardgame,b'Logo Lok!',b'0',b'1',b'4',b'0',b'0',b'0',b'0',b'7',b'5.02857',b'0',b'11',b'2',b'0',b'0',b'4',b'0',b'0'
23576,boardgame,b'CooCoo the Rocking Clown!',b'2005',b'1',b'6',b'5',b'5',b'5',b'3',b'107',b'5.51355',b'5.49535',b'224',b'7',b'4',b'17',b'68',b'13',b'1.0769'
162223,boardgame,b'Mood X',b'2014',b'4',b'8',b'20',b'20',b'20',b'8',b'74',b'5.73784',b'5.51206',b'69',b'4',b'0',b'12',b'14',b'3',b'1.3333'
59753,boardgame,b'Priests of Ra',b'2009',b'2',b'5',b'60',b'60',b'60',b'12',b'1136',b'6.83837',b'6.10704',b'1612',b'82',b'56',b'168',b'369',b'94',b'2.2447'
388,boardgame,b'Finale',b'1998',b'2',b'2',b'30',b'30',b'30',b'12',b'238',b'5.76807',b'5.53658',b'526',b'38',b'17',b'34',b'81',b'35',b'1.8571'
141833,boardgame,b'Drake: The Dragon Wargame',b'2013',b'2',b'2',b'120',b'120',b'120',b'12',b'9',b'2.66667',b'0',b'13',b'0',b'2',b'6',b'4',b'0',b'0'
80942,boardgame,b'Ranking',b'2010',b'3',b'5',b'45',b'30',b'45',b'8',b'190',b'5.59005',b'5.50685',b'414',b'46',b'14',b'50',b'76',b'17',b'1.2941'
210937,boardgame,b'Dia de los Muertos',b'2016',b'3',b'6',b'15',b'10',b'15',b'12',b'59',b'6.05446',b'5.52036',b'267',b'11',b'0',b'12',b'17',b'0',b'0'
14201,boardgame,b'Who Lives Where?',b'1999',b'2',b'6',b'20',b'20',b'20',b'3',b'21',b'6.02381',b'0',b'38',b'2',b'0',b'3',b'9',b'2',b'1.5'
51279,boardgame,b'Adventures in Jimland',b'2009',b'1',b'5',b'120',b'120',b'120',b'10',b'6',b'6.41667',b'0',b'33',b'1',b'3',b'6',b'6',b'1',b'1'
14369,boardgame,b'Hex Strategy: Making the Right Connections',b'2000',b'2',b'2',b'30',b'30',b'30',b'10',b'11',b'7.77273',b'0',b'28',b'0',b'2',b'2',b'8',b'1',b'3'
4897,boardgame,b'Shake Up',b'1997',b'2',b'4',b'30',b'30',b'30',b'7',b'42',b'5.16667',b'5.48846',b'137',b'15',b'0',b'4',b'25',b'7',b'1.1429'
186751,boardgame,b'Mythic Battles: Pantheon',b'2017',b'2',b'4',b'90',b'60',b'90',b'14',b'2193',b'8.5471',b'7.12282',b'4775',b'72',b'192',b'1010',b'623',b'93',b'3.043'
155802,boardgame,b'Korrigans',b'2014',b'2',b'5',b'45',b'45',b'45',b'8',b'309',b'6.35833',b'5.65089',b'700',b'36',b'4',b'61',b'104',b'15',b'1.5333'
98644,boardgame,b'Snack Attack!',b'2011',b'2',b'6',b'15',b'15',b'15',b'4',b'15',b'5.63333',b'0',b'30',b'0',b'0',b'1',b'4',b'0',b'0'
32570,boardgame,b'The Golden Compass: The Game',b'2007',b'2',b'5',b'60',b'60',b'60',b'8',b'11',b'3.36364',b'0',b'40',b'3',b'1',b'1',b'7',b'2',b'1'
12455,boardgame,"b""Attila: Scourge O'God""",b'1997',b'2',b'2',b'180',b'180',b'180',b'14',b'38',b'6.69737',b'5.52614',b'226',b'10',b'1',b'9',b'37',b'9',b'2.4444'
27364,boardgame,b'Caylus Magna Carta',b'2007',b'2',b'4',b'75',b'45',b'75',b'10',b'4723',b'6.92806',b'6.60436',b'6452',b'417',b'120',b'534',b'1564',b'489',b'2.8691'
164698,boardgame,b'Fresh Fish',b'2014',b'2',b'5',b'45',b'45',b'45',b'12',b'509',b'6.86848',b'5.87669',b'864',b'38',b'66',b'199',b'151',b'29',b'2.3103'
61315,boardgame,b'Myriath',b'2008',b'2',b'4',b'20',b'20',b'20',b'8',b'8',b'7.25',b'0',b'14',b'0',b'3',b'5',b'3',b'1',b'2'
195503,boardgame,b'City of Iron: Second Edition',b'2016',b'2',b'4',b'120',b'120',b'120',b'13',b'948',b'7.34667',b'6.251',b'2194',b'72',b'194',b'583',b'250',b'23',b'3.1739'
66,boardgame,b'Lwenherz',b'1997',b'2',b'4',b'90',b'90',b'90',b'12',b'2352',b'7.04992',b'6.47907',b'3326',b'205',b'87',b'283',b'775',b'265',b'2.9283'
28188,boardgame,b'La Libration de Paris',b'1994',b'1',b'1',b'120',b'120',b'120',b'12',b'8',b'5.1875',b'0',b'47',b'0',b'1',b'3',b'7',b'1',b'2'
170267,boardgame,b'Across A Deadly Field: Regimental Rules for Civil War Battles',b'2014',b'2',b'0',b'120',b'120',b'120',b'0',b'14',b'7.38571',b'0',b'46',b'2',b'1',b'3',b'6',b'3',b'4'
1867,boardgame,b'Curse of the Idol',b'1990',b'2',b'4',b'60',b'60',b'60',b'8',b'321',b'5.20561',b'5.43375',b'679',b'21',b'20',b'50',b'111',b'39',b'1.2308'
127096,boardgame,b'Metal Adventures',b'2015',b'3',b'6',b'60',b'45',b'60',b'14',b'148',b'6.18716',b'5.56994',b'533',b'25',b'6',b'62',b'53',b'8',b'2.5'
11254,boardgame,b'Kleiner Spatz',b'2001',b'2',b'4',b'5',b'5',b'5',b'4',b'19',b'5.57895',b'0',b'38',b'4',b'4',b'15',b'17',b'1',b'1'
42336,boardgame,b'Ultimate Tic-Tac-Toe',b'2008',b'2',b'4',b'15',b'5',b'15',b'6',b'57',b'6.12965',b'5.51563',b'63',b'1',b'2',b'13',b'29',b'4',b'2.25'
179996,boardgame,b'Breaker Blocks',b'2015',b'2',b'2',b'30',b'10',b'30',b'0',b'13',b'6.63462',b'0',b'25',b'1',b'1',b'5',b'6',b'2',b'2.5'
7767,boardgame,b'Gladiators',b'1975',b'2',b'20',b'20',b'20',b'20',b'12',b'12',b'5.79167',b'0',b'59',b'3',b'5',b'6',b'7',b'1',b'2'
1920,boardgame,b'The Business Game',b'1965',b'2',b'6',b'90',b'90',b'90',b'8',b'313',b'5.86709',b'5.54001',b'610',b'29',b'10',b'32',b'124',b'36',b'2.0833'
20865,boardgame,b'Bolide',b'2005',b'2',b'8',b'120',b'120',b'120',b'14',b'660',b'6.50533',b'5.82163',b'952',b'90',b'44',b'146',b'343',b'99',b'2.7475'
15163,boardgame,b'Disney Magic Kingdom Game',b'2004',b'2',b'5',b'30',b'30',b'30',b'6',b'133',b'5.57519',b'5.49615',b'334',b'10',b'7',b'24',b'62',b'10',b'1.6'
10946,boardgame,b'The American Civil War',b'1974',b'2',b'2',b'240',b'240',b'240',b'12',b'114',b'5.86491',b'5.52059',b'516',b'25',b'6',b'25',b'118',b'19',b'3.0526'
157406,boardgame,b'LACORSA Grand Prix Game',b'2018',b'2',b'6',b'60',b'60',b'60',b'14',b'11',b'6.3',b'0',b'28',b'3',b'2',b'11',b'10',b'1',b'1'
153639,boardgame,b'Zeppelin Attack!',b'2014',b'2',b'4',b'45',b'45',b'45',b'12',b'285',b'6.80549',b'5.71583',b'816',b'58',b'6',b'71',b'87',b'22',b'2.3182'
3521,boardgame,b'Your America',b'1970',b'2',b'4',b'60',b'60',b'60',b'10',b'12',b'4.955',b'0',b'49',b'5',b'0',b'0',b'8',b'1',b'1'
41066,boardgame,b'Virgin Queen',b'2012',b'2',b'6',b'420',b'420',b'420',b'12',b'1472',b'8.04972',b'6.79387',b'2916',b'48',b'227',b'1015',b'468',b'188',b'4.3936'
196478,boardgame,b'Yeomen: The 9 Card Agincourt Game',b'2016',b'1',b'1',b'15',b'15',b'15',b'12',b'12',b'7.54167',b'0',b'68',b'1',b'2',b'34',b'31',b'0',b'0'
116231,boardgame,b'Wordz',b'2011',b'3',b'7',b'20',b'20',b'20',b'10',b'44',b'6.65295',b'5.53546',b'101',b'1',b'2',b'5',b'4',b'1',b'2'
14071,boardgame,b'Escape Velocity Nova: A Sci-Fi Card-Driven Board Game',b'2004',b'2',b'4',b'45',b'45',b'45',b'12',b'15',b'4.16667',b'0',b'30',b'2',b'4',b'6',b'11',b'2',b'2.5'
86816,boardgame,"b""Knigsberg '45""",b'2011',b'1',b'3',b'480',b'480',b'480',b'12',b'8',b'7.525',b'0',b'27',b'0',b'11',b'26',b'9',b'1',b'2'
165950,boardgame,b'Beasty Bar',b'2014',b'2',b'4',b'20',b'20',b'20',b'8',b'2828',b'6.82543',b'6.38788',b'4042',b'88',b'80',b'430',b'548',b'98',b'1.4184'
106217,boardgame,b'Hawaii',b'2011',b'2',b'5',b'90',b'90',b'90',b'13',b'3931',b'7.18326',b'6.74187',b'4213',b'130',b'211',b'879',b'892',b'284',b'2.9049'
21752,boardgame,b'Thomas and Friends Card Game: Station Celebration!',b'2004',b'2',b'4',b'10',b'10',b'10',b'4',b'11',b'5.1',b'0',b'17',b'0',b'0',b'0',b'7',b'2',b'1'
173441,boardgame,b'Bring Your Own Book',b'2015',b'3',b'8',b'20',b'20',b'20',b'12',b'571',b'6.9059',b'5.9083',b'1490',b'40',b'48',b'228',b'182',b'11',b'1.0909'
16947,boardgame,b'Monkey Trouble',b'2005',b'2',b'2',b'40',b'40',b'40',b'8',b'11',b'5.5',b'0',b'29',b'0',b'0',b'6',b'4',b'1',b'2'
172643,boardgame,b'Argent: Hall Monitor',b'2015',b'2',b'2',b'15',b'5',b'15',b'10',b'12',b'5.45833',b'0',b'109',b'6',b'11',b'17',b'6',b'0',b'0'
1314,boardgame,b'Warhamster Rally',b'2001',b'3',b'5',b'45',b'45',b'45',b'8',b'232',b'5.76642',b'5.53791',b'447',b'57',b'11',b'24',b'105',b'28',b'1.7857'
103670,boardgame,b'Dust Warfare: Core Rulebook',b'2012',b'2',b'4',b'120',b'120',b'120',b'14',b'141',b'7.70887',b'5.67888',b'388',b'14',b'5',b'25',b'38',b'18',b'3.3889'
703,boardgame,b'Roman Civil War',b'1993',b'2',b'2',b'120',b'120',b'120',b'12',b'79',b'6.86772',b'5.57069',b'433',b'14',b'15',b'29',b'54',b'18',b'3.1667'
86882,boardgame,b'Medieval Mastery',b'2011',b'2',b'6',b'45',b'45',b'45',b'10',b'156',b'5.84123',b'5.52581',b'359',b'33',b'18',b'78',b'71',b'11',b'2'
