id,details.name,attributes.boardgamecategory,attributes.boardgamemechanic,yearpublished,minplayers,maxplayers,playingtime,users_rated,average_rating,bayes_average_rating,total_weights,average_weight
22999,"25 Words or Less: People, Places and Things Edition",Party Game,Set Collection,2006,4,0,30,33,6.90242,5.53092,2,2
23010,Risk: 40th Anniversary Collector's Edition,"Territory Building,Wargame","Area Control / Area Influence,Area Movement,Dice Rolling,Set Collection",1999,2,6,120,619,6.3461,5.71694,50,2.28
23025,Shoot Out,"American West,Card Game",Dice Rolling,2002,2,2,20,127,5.27756,5.48199,15,1.1333
23030,DaVinci's Mancala,Abstract Strategy,Pattern Building,2005,2,2,20,57,5.92456,5.51744,3,1
23053,Guatemala Café,"Farming,Territory Building","Area Enclosure,Commodity Speculation,Hand Management,Route/Network Building",2006,2,4,60,748,6.26566,5.76762,116,2.5776
23055,Dragons of Kir,Abstract Strategy,Tile Placement,2005,2,2,20,146,6.62123,5.59757,23,1.913
23081,HeroCard Cyberspace,"Card Game,Science Fiction",Variable Player Powers,2006,2,4,0,38,6.32895,5.51792,1,2
23094,Planet Steam,"Economic,Science Fiction","Auction/Bidding,Commodity Speculation,Trading",2008,2,5,180,2628,7.1672,6.58424,217,3.7558
23107,Drakon (third edition),"Fantasy,Maze","Grid Movement,Modular Board,Route/Network Building,Tile Placement,Variable Player Powers",2006,2,6,40,2665,6.5065,6.13546,288,1.8194
23142,Mag·Blast (Third Edition),"Card Game,Humor,Science Fiction","Campaign / Battle Card Driven,Hand Management,Player Elimination,Take That,Variable Player Powers",2006,2,8,20,1893,6.0189,5.78889,213,1.5587
23181,The Da Vinci Code Board Game: The Quest for the Truth,"Deduction,Memory,Murder/Mystery,Novel-based","Memory,Roll / Spin and Move",2006,2,6,120,224,5.16933,5.43741,16,2.0625
23241,Gravediggers,"Bluffing,Card Game,Horror,Memory","Auction/Bidding,Memory,Simultaneous Action Selection",2005,2,5,25,343,5.7312,5.54339,46,1.5217
23243,LEGO Pirates Treasure Game,"Children's Game,Memory,Pirates","Memory,Point to Point Movement,Roll / Spin and Move",2005,2,4,0,45,4.44222,5.46689,3,1
23249,Game of Games,"Action / Dexterity,Memory,Racing,Sports,Word Game","Acting,Dice Rolling,Memory,Roll / Spin and Move",1986,2,4,60,114,4.78686,5.44459,16,1.125
23257,Antarctica (first edition),"Civilization,Environmental,Modern Warfare,Political,Territory Building,Wargame,Word Game","Area Movement,Campaign / Battle Card Driven,Dice Rolling",2006,2,4,120,30,4.74,5.48117,8,2.375
23258,Expedition Altiplano,"Adventure,Card Game,Exploration","Card Drafting,Hand Management,Take That",2006,2,2,30,166,6.1128,5.56159,18,1.9444
23285,AirWar: Pacific!,"Aviation / Flight,Card Game,Wargame,World War II","Campaign / Battle Card Driven,Hand Management",2006,2,2,45,49,6.14898,5.51063,10,1.3
23292,Gold Thief,"Card Game,Fantasy,Number","Hand Management,Set Collection",2006,2,5,5,94,5.67872,5.50417,9,1.5556
23304,"""Oh My God! There's An Axe In My Head."" The Game of International Diplomacy ","Humor,Negotiation,Political","Dice Rolling,Trading,Variable Phase Order,Variable Player Powers",2014,2,6,60,77,5.96805,5.50913,11,2.1818
23308,Pirates of the Caribbean: Trading Card Game,"Card Game,Collectible Components,Movies / TV / Radio theme,Nautical,Pirates",Campaign / Battle Card Driven,2006,2,2,0,49,4.97143,5.48086,6,1.6667
23329,Skybridge,Abstract Strategy,"Hand Management,Pattern Building",2006,2,4,20,280,5.90427,5.5686,26,1.9615
23333,Littlest Pet Shop Game,"Animals,Children's Game,Miniatures,Racing","Roll / Spin and Move,Set Collection",2005,2,4,0,44,3.71136,5.44269,9,1
23334,Doodle Dice,"Card Game,Dice","Dice Rolling,Set Collection,Take That",2006,2,6,30,413,5.58673,5.50471,33,1.0606
23346,10,"Bluffing,Card Game,Number",Auction/Bidding,2006,2,7,0,39,4.26923,5.46312,6,1.8333
23348,Easter Island,Abstract Strategy,"Action Point Allowance System,Point to Point Movement",2006,2,2,20,372,6.34724,5.67839,51,2.3137
23373,HeroCard Galaxy,"Card Game,Science Fiction,Space Exploration",Variable Player Powers,2006,2,4,60,63,5.65873,5.49927,12,2.1667
23374,HeroCard Champion of New Olympia,"Card Game,Comic Book / Strip","Area Movement,Hand Management,Modular Board,Variable Player Powers",2006,2,4,20,58,5.69828,5.50148,9,2.1111
23375,HeroCard Rise of the Shogun,"Card Game,Medieval","Area Movement,Variable Player Powers",2006,2,4,60,169,6.30296,5.57858,36,2.4444
23378,Cold War Battles: Budapest '56 & Angola '87,"Modern Warfare,Wargame",Hex-and-Counter,2006,2,2,180,62,6.71081,5.54844,8,2.5
23388,Ninja Galaxy,Science Fiction,Roll / Spin and Move,2006,2,4,30,71,3.32817,5.3845,9,1.5556
23389,Les Cabanes de M'sieur Robinson,"Animals,Territory Building",Tile Placement,2006,2,4,45,33,5.4303,5.49828,2,2
23400,Napoleon at the Crossroads,"Napoleonic,Wargame","Action Point Allowance System,Hex-and-Counter",2006,2,4,180,76,7.34079,5.58974,13,3.4615
23402,Die unendliche Geschichte,"Adventure,Fantasy,Novel-based","Role Playing,Storytelling",1987,2,8,0,48,5.97917,5.51002,6,1.8333
23404,Les morts aux trousses,Horror,"Pick-up and Deliver,Storytelling",2006,3,6,90,48,6.35417,5.52963,9,2.2222
23418,Pursuit of Glory,"Wargame,World War I","Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement",2008,2,2,360,472,7.88261,6.08365,91,3.9011
23421,1832,"Economic,Trains,Transportation","Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",2006,2,7,270,69,7.70435,5.60904,7,3.5714
23451,Space Dealer,"City Building,Real-time,Science Fiction,Transportation","Pick-up and Deliver,Point to Point Movement,Simultaneous Action Selection,Trading",2006,3,4,30,1624,6.54709,6.06818,207,2.4058
23499,Deal or No Deal,Movies / TV / Radio theme,Secret Unit Deployment,2006,2,6,30,130,3.77615,5.35356,6,1.8333
23521,Ringgz,Abstract Strategy,Area Enclosure,2005,2,4,10,206,5.75583,5.5264,24,1.875
23540,1889,"Economic,Trains,Transportation","Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",2004,2,6,210,827,8.08597,6.49371,52,3.9808
23550,WordSpot,Word Game,Tile Placement,2006,2,2,20,173,6.10809,5.53845,17,1.2941
23576,CooCoo the Rocking Clown!,"Action / Dexterity,Children's Game,Puzzle","Co-operative Play,Pattern Building",2005,1,6,5,108,5.49954,5.49429,13,1.0769
23598,Mother Sheep,"Action / Dexterity,Animals",Line Drawing,2006,2,6,30,157,5.35006,5.48484,16,1.1875
23604,The World Cup Game,Sports,Tile Placement,2006,3,16,180,709,7.05681,6.03209,103,1.9806
23613,La vallée de la mort,"Vietnam War,Wargame","Area Movement,Hex-and-Counter",2006,2,2,240,63,5.55159,5.49908,13,3
23614,Imperial Sunset: The Battle of Leyte Gulf 1944,"Nautical,Wargame,World War II","Chit-Pull System,Dice Rolling,Hex-and-Counter",2006,2,2,240,47,6.5766,5.52975,10,3.3
23615,Kulikovo 1380: The Golden Horde,"Medieval,Wargame",Hex-and-Counter,2006,2,2,180,81,6.8,5.56973,18,2.5556
23631,Conquest of Pangea,Prehistoric,"Action Point Allowance System,Area Movement",2006,2,4,90,290,5.25848,5.44751,40,2.475
23642,Storm of Steel,"Wargame,World War I","Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter,Simulation",2007,2,2,120,60,6.18667,5.52006,13,3.6154
23643,Nine Navies War,"Nautical,Wargame,World War I",Area Movement,2007,2,2,120,48,6.51979,5.52889,4,2.75
23656,Chuck-It Chicken!,"Action / Dexterity,Animals,Children's Game,Dice",Roll / Spin and Move,2006,2,4,20,252,5.43155,5.48177,23,1.1739
23657,Ahoy Treasures!,"Children's Game,Dice,Pirates",Roll / Spin and Move,2006,2,4,20,92,6.59043,5.56776,9,1.1111
23658,Fiery Dragons,"Children's Game,Memory,Racing",Memory,2006,2,4,15,163,6.10779,5.56913,9,1.3333
23671,Monopoly: Spongebob Squarepants,"Children's Game,Economic,Movies / TV / Radio theme,Negotiation","Auction/Bidding,Roll / Spin and Move,Set Collection,Trading",2005,2,6,90,180,5.4143,5.4647,18,1.5556
23679,Warriors of God,"Medieval,Wargame","Area Movement,Dice Rolling",2008,2,2,180,1008,7.43132,6.32329,170,2.6176
23684,Crystal Code,"Abstract Strategy,Deduction",Pattern Building,2006,2,4,30,60,4.71,5.46525,8,1.5
23685,1805: Sea of Glory,"Bluffing,Napoleonic,Nautical,Wargame","Chit-Pull System,Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Simulation",2009,2,2,480,280,7.35121,5.80952,49,3.7347
23686,GiftTRAP,"Humor,Party Game","Simultaneous Action Selection,Voting",2006,3,8,60,2415,6.42012,6.0635,232,1.2457
23694,Pirates of the Caribbean DVD Treasure Hunt,"Adventure,Electronic,Exploration,Fantasy,Fighting,Movies / TV / Radio theme,Pirates","Action Point Allowance System,Dice Rolling,Roll / Spin and Move,Trading",2006,2,8,30,164,4.72896,5.40086,17,1.2353
23695,Robot Face Race,"Children's Game,Educational",Pattern Recognition,1984,2,4,15,73,5.69384,5.51103,8,1
23707,Venus Needs Men,"Humor,Science Fiction","Card Drafting,Dice Rolling,Point to Point Movement",2006,2,6,90,97,6.08093,5.53325,16,1.875
23723,Dinosaurs Extinct?,"Animals,Children's Game,Prehistoric",Roll / Spin and Move,2006,2,4,40,34,5.10882,5.49006,7,1
23730,Gheos,"Civilization,Mythology","Area Control / Area Influence,Commodity Speculation,Stock Holding,Tile Placement",2006,2,4,60,1693,6.51582,6.06204,261,2.4483
23733,Great War at Sea / Second World War at Sea: Cone of Fire,"Nautical,Wargame,World War I,World War II","Dice Rolling,Hex-and-Counter,Secret Unit Deployment",2008,2,4,0,47,7.20532,5.55348,9,2.8889
23757,NHL Ice Breaker: The Card Hockey Board Game,"Card Game,Sports","Hand Management,Simulation,Simultaneous Action Selection",2006,1,4,25,280,6.28643,5.62387,30,1.5
23761,Guadalajara,"Civil War,Wargame",Hex-and-Counter,2006,1,2,360,155,6.60006,5.5949,26,2.9231
23777,Pieces of Eight,Pirates,Hand Management,2006,2,6,10,134,5.77836,5.51659,23,1.7391
23779,Enemy Chocolatier,Economic,"Area Control / Area Influence,Modular Board",2006,2,6,60,318,6.65803,5.71355,55,2.0727
23812,Drachenjäger von Xorlosch,"Adventure,Exploration,Fantasy","Area Control / Area Influence,Area Movement,Role Playing",2006,2,6,60,61,5.19344,5.4863,12,2.25
23817,1861: The Railways of the Russian Empire,"Economic,Trains","Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",2006,3,6,360,509,7.57422,6.07349,72,4.2083
23827,Millionen von Schwalben,Sports,"Betting/Wagering,Dice Rolling",2006,3,6,120,129,7.26279,5.65705,26,2.3462
23829,Dixie: Shiloh,"American Civil War,Card Game,Collectible Components,Dice,Wargame","Area Control / Area Influence,Area Movement,Dice Rolling,Hand Management,Secret Unit Deployment",1994,2,2,60,163,6.42638,5.59678,23,2.3478
23848,Hameln,"Animals,City Building,Humor",Variable Phase Order,2006,3,5,60,312,5.83712,5.56999,48,2.8958
23870,"Strange Defeat:  The Fall of France, 1940","Wargame,World War II",Hex-and-Counter,2006,2,2,60,97,5.10155,5.47048,28,2.1429
23878,Star Wars: Stolen Plans Card Game,"Card Game,Movies / TV / Radio theme,Print & Play,Science Fiction",Hand Management,2006,2,6,30,169,6.41663,5.60014,11,1.0909
23890,Der schwarze Pirat,"Action / Dexterity,Children's Game,Nautical,Pirates","Dice Rolling,Point to Point Movement",2006,2,4,15,639,6.57185,5.8395,52,1.1154
23908,Metromania,"Trains,Transportation","Modular Board,Route/Network Building,Tile Placement",2006,2,4,45,233,5.91172,5.55486,28,2.4286
23913,League of Pirates,Pirates,Dice Rolling,2006,2,2,60,59,4.37119,5.4514,13,1.4615
23915,Solitaire Caesar,"Ancient,Print & Play,Territory Building,Wargame","Area Movement,Dice Rolling",2006,1,1,60,119,6.65067,5.57916,18,2.0556
23917,Not War But Murder,"American Civil War,Wargame","Area-Impulse,Hex-and-Counter",2007,2,2,240,154,6.98273,5.65268,34,2.8529
23919,China Rails,"Economic,Trains,Transportation","Crayon Rail System,Pick-up and Deliver,Route/Network Building",2007,2,6,240,268,7.09317,5.75239,26,2.7308
23920,Border Reivers,"Abstract Strategy,Economic,Medieval,Territory Building","Area Movement,Dice Rolling,Modular Board",2006,2,4,30,44,6.39318,5.52329,12,2.5833
23928,Glory III,"American Civil War,Wargame","Chit-Pull System,Hex-and-Counter",2007,1,2,240,206,6.77015,5.66421,35,2.7714
23931,Gene Pool,"Card Game,Educational,Puzzle",Pattern Building,2006,2,2,30,193,6.47098,5.61467,28,1.5714
23946,Na Sygnale,"Card Game,Humor,Party Game","Action Point Allowance System,Dice Rolling,Pick-up and Deliver,Point to Point Movement,Roll / Spin and Move",2006,2,4,30,133,4.48383,5.41106,20,1.55
23950,Viktory II,"Exploration,Fighting,Territory Building,Wargame","Dice Rolling,Modular Board",2006,2,8,60,422,6.90525,5.81178,84,2.4167
23954,Pictionary: Party Edition,"Party Game,Real-time","Co-operative Play,Line Drawing,Paper-and-Pencil,Pattern Recognition",1989,2,10,60,85,6.33835,5.54186,9,1
23957,Stand at Mortain,"Wargame,World War II","Chit-Pull System,Hex-and-Counter",2006,2,2,30,142,5.87359,5.52916,34,1.5588
23959,Piranha Panic,"Animals,Children's Game,Racing","Dice Rolling,Grid Movement,Roll / Spin and Move",2005,2,4,15,126,4.73683,5.43037,15,1
23964,The Game of Life (40th Anniversary Edition),Economic,Roll / Spin and Move,1999,2,6,30,508,4.4778,5.20377,49,1.2857
23977,Hell Dorado,"Adventure,Fantasy,Miniatures,Religious,Renaissance",Dice Rolling,2006,2,2,60,73,7.55753,5.58909,11,3.6364
23981,Genesis,"Prehistoric,Territory Building","Dice Rolling,Tile Placement",2006,2,4,45,455,6.39476,5.72552,62,2.0645
23985,Midgard,"Medieval,Mythology","Area Control / Area Influence,Card Drafting,Hand Management,Memory,Set Collection",2007,3,5,60,995,6.5928,5.96374,120,2.375
23995,No Peace Without Spain!,"Age of Reason,Wargame","Campaign / Battle Card Driven,Point to Point Movement",2011,2,2,240,226,7.65841,5.77602,40,2.75
23999,Tie One On,Party Game,Partnerships,2006,3,6,30,42,6.66667,5.53214,5,1.2
24000,Monopoly: Nintendo,"Economic,Negotiation,Video Game Theme","Auction/Bidding,Roll / Spin and Move,Set Collection,Trading",2006,2,6,60,256,4.9777,5.41087,12,1.75
24009,Battleship Command: Pirates of the Caribbean,"Deduction,Movies / TV / Radio theme,Nautical,Pirates",Area Enclosure,2006,2,2,30,95,5.15882,5.47499,9,1.2222
24013,"Bitter Victory:  The Invasion of Sicily, 1943","Wargame,World War II","Chit-Pull System,Hex-and-Counter",2006,1,2,60,84,6.03929,5.52948,24,2.5417
24024,Attacktix Battle Figure Game: Transformers,"Action / Dexterity,Children's Game,Collectible Components,Miniatures,Movies / TV / Radio theme,Science Fiction",Variable Player Powers,2006,2,6,10,47,6.42128,5.52656,9,1.1111
24025,Attacktix Battle Figure Game Marvel Superheroes,"Action / Dexterity,Collectible Components,Comic Book / Strip,Miniatures",Variable Player Powers,2006,2,2,10,72,6.05833,5.52485,11,1.1818
24037,Escape from Atlantis,"Adventure,Nautical",Modular Board,1986,2,4,60,1504,6.56711,6.04572,155,1.5548
24051,Fowl Play!,Animals,"Hand Management,Hex-and-Counter,Set Collection",2006,2,4,60,207,6.13804,5.5825,27,2.4074
24053,Section X,"Adventure,Racing",Tile Placement,2006,2,4,60,80,5.08875,5.47185,9,2
24067,Dragonology: The Game,"Fantasy,Novel-based","Betting/Wagering,Pick-up and Deliver,Point to Point Movement,Rock-Paper-Scissors,Roll / Spin and Move,Set Collection,Trading",2006,2,6,60,346,4.5152,5.27594,45,1.4667
24068,Shadow Hunters,"Adventure,Bluffing,Card Game,Deduction,Horror,Party Game","Dice Rolling,Partnerships,Player Elimination,Variable Player Powers",2005,4,8,60,7640,6.82416,6.58073,476,1.8235
24069,Jogo dos Conquistadores,"Exploration,Wargame","Area Movement,Dice Rolling,Variable Phase Order",2006,2,4,40,48,5.80854,5.51449,14,2.2857
24070,Afrika (second edition),"Wargame,World War II","Dice Rolling,Hex-and-Counter,Simulation",2006,2,2,360,396,7.55888,5.95786,66,2.6818
24078,Lightning: North Africa,"Card Game,World War II","Hand Management,Simulation",2006,2,2,30,139,6.55727,5.59594,19,2
24079,Katoiz,"Abstract Strategy,Educational,Math","Modular Board,Pattern Building,Set Collection",2004,1,4,5,44,6.65,5.53571,4,2.5
24082,Voltage,Card Game,"Hand Management,Pattern Building",2006,2,2,15,301,6.12461,5.6107,17,1.3529
24083,Desert Bazaar,Arabian,"Dice Rolling,Hand Management,Tile Placement",2006,3,5,45,138,5.73136,5.51973,22,2.0455
24085,EVE: The Second Genesis,"Card Game,Collectible Components,Science Fiction,Video Game Theme",Hand Management,2006,2,6,20,192,6.62708,5.61743,33,2.7576
24105,The Da Vinci Code Game,"Movies / TV / Radio theme,Novel-based,Trivia",Roll / Spin and Move,2006,0,0,0,66,4.9197,5.46273,5,2.8
24110,Teraforming,"Card Game,Exploration,Puzzle,Science Fiction,Space Exploration,Territory Building","Action Point Allowance System,Hand Management,Tile Placement",2006,2,4,30,35,4.54286,5.47829,12,1.4167
24116,The Game of Life: Pirates of the Caribbean – Dead Man's Chest,"Movies / TV / Radio theme,Nautical,Pirates",Roll / Spin and Move,2006,2,6,45,165,5.33091,5.47165,22,1.5
24118,Pictionary Mania,"Action / Dexterity,Party Game,Word Game","Acting,Line Drawing,Paper-and-Pencil,Partnerships",2005,4,0,30,130,6.11798,5.55283,13,1.7692
24122,Greentown,City Building,"Modular Board,Tile Placement",2006,2,4,60,120,6.22542,5.56012,21,2.7143
24125,Gangster,"Humor,Mafia",Roll / Spin and Move,1994,2,6,90,44,4.82386,5.47819,6,1.6667
24127,Pokémon Trading Figure Game,"Card Game,Collectible Components,Fantasy,Miniatures",Area Movement,2006,2,2,10,68,6.07206,5.51755,14,1.3571
24141,Monopoly: Family Guy,"Economic,Movies / TV / Radio theme,Negotiation","Auction/Bidding,Roll / Spin and Move,Set Collection,Trading",2006,2,6,120,87,5.0954,5.46744,3,2.3333
24157,Order of the Stick Adventure Game: The Dungeon of Dorukan,"Adventure,Card Game,Comic Book / Strip,Fantasy","Dice Rolling,Modular Board",2006,2,6,360,1214,5.7675,5.60301,124,2.7581
24168,Pirates: Quest for Davy Jones' Gold,"Fighting,Miniatures,Nautical,Pirates",Dice Rolling,2006,2,4,60,169,5.50219,5.49548,25,1.56
24181,Imperial,"Economic,Fighting,Nautical,Political","Area Control / Area Influence,Area Movement,Stock Holding",2006,2,6,180,8044,7.61472,7.28207,951,3.5731
24186,Treasure Fleet,"Bluffing,Card Game,Pirates","Auction/Bidding,Trick-taking",2006,2,5,30,66,6.07273,5.528,20,1.6
24209,Kaleidos Junior,Children's Game,"Paper-and-Pencil,Pattern Recognition",1997,2,99,30,64,6.70234,5.55414,0,0
24224,Anasazi,"American West,Exploration",Modular Board,2006,2,4,30,423,4.95123,5.36735,47,1.8298
24225,Boxcars,"Economic,Trains,Transportation",Roll / Spin and Move,1974,2,6,180,195,6.46759,5.59904,17,2.5294
24230,Glik,Abstract Strategy,"Action Point Allowance System,Modular Board",2006,2,4,30,126,6.25913,5.57103,23,2
24245,Laser Battle,"Abstract Strategy,Electronic",Modular Board,2006,2,2,15,147,5.58367,5.50346,16,2
24254,Battleship (second edition),"Nautical,Wargame,World War II",Hex-and-Counter,2005,2,2,90,90,5.21556,5.47685,2,1.5
24258,Pounce!,"Animals,Card Game,Children's Game,Real-time","Pattern Recognition,Set Collection",2005,2,5,10,105,4.85952,5.45007,3,1
24264,Button Soccer,"Action / Dexterity,Sports","Area Control / Area Influence,Simulation",1911,2,2,50,62,7.13931,5.5687,12,1.9167
24270,Hoyuk,"Ancient,City Building,Negotiation,Prehistoric,Print & Play","Action Point Allowance System,Modular Board,Simulation,Tile Placement",2006,2,5,60,384,6.15547,5.62086,26,2.5385
24280,Mimic,"Abstract Strategy,Card Game","Area Enclosure,Card Drafting,Pattern Building,Set Collection",2006,2,3,30,95,6.21579,5.52448,19,2.4211
24304,Unspeakable Words,"Card Game,Horror,Word Game",Player Elimination,2007,2,6,30,1409,6.24013,5.85918,108,1.3241
24310,The Red Dragon Inn,"Card Game,Fantasy,Humor,Medieval,Party Game","Betting/Wagering,Hand Management,Player Elimination,Take That,Variable Player Powers",2007,2,4,45,6538,6.5649,6.30115,353,1.6629
24318,UNO Spin,Card Game,Hand Management,2005,2,10,30,300,5.54037,5.48132,20,1.15
24321,Panzer Grenadier: Airborne (Introductory Edition),"Wargame,World War II","Dice Rolling,Hex-and-Counter",2006,2,2,60,164,6.34119,5.58347,42,2.7381
